entrez	ensgene	symbol	chr	start	end	strand	biotype	description
64168	ENSG00000123119	NECAB1	8	91803778	91971636	1	protein_coding	N-terminal EF-hand calcium binding protein 1 [Source:HGNC Symbol;Acc:20983]
11059	ENSG00000123124	WWP1	8	87354967	87490649	1	protein_coding	WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:17004]
23597	ENSG00000123130	ACOT9	X	23720370	23784592	-1	protein_coding	acyl-CoA thioesterase 9 [Source:HGNC Symbol;Acc:17152]
10549	ENSG00000123131	PRDX4	X	23682379	23704516	1	protein_coding	peroxiredoxin 4 [Source:HGNC Symbol;Acc:17169]
10212	ENSG00000123136	DDX39A	19	14519631	14530192	-1	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39A [Source:HGNC Symbol;Acc:17821]
5585	ENSG00000123143	PKN1	19	14543865	14582679	1	protein_coding	protein kinase N1 [Source:HGNC Symbol;Acc:9405]
79002	ENSG00000123144	C19orf43	19	12841454	12845589	-1	protein_coding	chromosome 19 open reading frame 43 [Source:HGNC Symbol;Acc:28424]
976	ENSG00000123146	CD97	19	14491313	14519537	1	protein_coding	CD97 molecule [Source:HGNC Symbol;Acc:1711]
84292	ENSG00000123154	WDR83	19	12777614	12786646	1	protein_coding	WD repeat domain 83 [Source:HGNC Symbol;Acc:32672]
10755	ENSG00000123159	GIPC1	19	14588572	14606944	-1	protein_coding	GIPC PDZ domain containing family, member 1 [Source:HGNC Symbol;Acc:1226]
139741	ENSG00000123165	ACTRT1	X	127184943	127186382	-1	protein_coding	actin-related protein T1 [Source:HGNC Symbol;Acc:24027]
83446	ENSG00000123171	CCDC70	13	52436117	52440366	1	protein_coding	coiled-coil domain containing 70 [Source:HGNC Symbol;Acc:25303]
57213	ENSG00000123178	SPRYD7	13	50486842	50510626	-1	protein_coding	SPRY domain containing 7 [Source:HGNC Symbol;Acc:14297]
84650	ENSG00000123179	EBPL	13	50234859	50265611	-1	protein_coding	emopamil binding protein-like [Source:HGNC Symbol;Acc:18061]
540	ENSG00000123191	ATP7B	13	52506809	52585630	-1	protein_coding	ATPase, Cu++ transporting, beta polypeptide [Source:HGNC Symbol;Acc:870]
23091	ENSG00000123200	ZC3H13	13	46528600	46626894	-1	protein_coding	zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:20368]
2974	ENSG00000123201	GUCY1B2	13	51568647	51654998	-1	pseudogene	guanylate cyclase 1, soluble, beta 2 (pseudogene) [Source:HGNC Symbol;Acc:4686]
57486	ENSG00000123213	NLN	5	65018023	65167553	1	protein_coding	neurolysin (metallopeptidase M3 family) [Source:HGNC Symbol;Acc:16058]
64105	ENSG00000123219	CENPK	5	64813593	64858998	-1	protein_coding	centromere protein K [Source:HGNC Symbol;Acc:29479]
10133	ENSG00000123240	OPTN	10	13141449	13180291	1	protein_coding	optineurin [Source:HGNC Symbol;Acc:17142]
80760	ENSG00000123243	ITIH5	10	7601232	7708961	-1	protein_coding	inter-alpha-trypsin inhibitor heavy chain family, member 5 [Source:HGNC Symbol;Acc:21449]
466	ENSG00000123268	ATF1	12	51157493	51214905	1	protein_coding	activating transcription factor 1 [Source:HGNC Symbol;Acc:783]
10102	ENSG00000123297	TSFM	12	58176372	58201854	1	protein_coding	Ts translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:12367]
58158	ENSG00000123307	NEUROD4	12	55413729	55423798	1	protein_coding	neuronal differentiation 4 [Source:HGNC Symbol;Acc:13802]
64333	ENSG00000123329	ARHGAP9	12	57866038	57882597	-1	protein_coding	Rho GTPase activating protein 9 [Source:HGNC Symbol;Acc:14130]
3071	ENSG00000123338	NCKAP1L	12	54891495	54937726	1	protein_coding	NCK-associated protein 1-like [Source:HGNC Symbol;Acc:4862]
4327	ENSG00000123342	MMP19	12	56229217	56236750	-1	protein_coding	matrix metallopeptidase 19 [Source:HGNC Symbol;Acc:7165]
5204	ENSG00000123349	PFDN5	12	53689075	53693234	1	protein_coding	prefoldin subunit 5 [Source:HGNC Symbol;Acc:8869]
65244	ENSG00000123352	SPATS2	12	49760367	49921205	1	protein_coding	spermatogenesis associated, serine-rich 2 [Source:HGNC Symbol;Acc:18650]
29095	ENSG00000123353	ORMDL2	12	56211703	56215663	1	protein_coding	ORM1-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:16037]
3164	ENSG00000123358	NR4A1	12	52416616	52453291	1	protein_coding	nuclear receptor subfamily 4, group A, member 1 [Source:HGNC Symbol;Acc:7980]
5153	ENSG00000123360	PDE1B	12	54943134	54973023	1	protein_coding	phosphodiesterase 1B, calmodulin-dependent [Source:HGNC Symbol;Acc:8775]
3229	ENSG00000123364	HOXC13	12	54332535	54340328	1	protein_coding	homeobox C13 [Source:HGNC Symbol;Acc:5125]
1017	ENSG00000123374	CDK2	12	56360553	56366568	1	protein_coding	cyclin-dependent kinase 2 [Source:HGNC Symbol;Acc:1771]
4035	ENSG00000123384	LRP1	12	57522276	57607134	1	protein_coding	low density lipoprotein receptor-related protein 1 [Source:HGNC Symbol;Acc:6692]
3227	ENSG00000123388	HOXC11	12	54366910	54371427	1	protein_coding	homeobox C11 [Source:HGNC Symbol;Acc:5123]
60673	ENSG00000123395	C12orf44	12	52463030	52471278	1	protein_coding	chromosome 12 open reading frame 44 [Source:HGNC Symbol;Acc:25679]
4778	ENSG00000123405	NFE2	12	54685895	54694905	-1	protein_coding	nuclear factor, erythroid 2 [Source:HGNC Symbol;Acc:7780]
3228	ENSG00000123407	HOXC12	12	54348618	54352740	1	protein_coding	homeobox C12 [Source:HGNC Symbol;Acc:5124]
64375	ENSG00000123411	IKZF4	12	56401443	56432219	1	protein_coding	IKAROS family zinc finger 4 (Eos) [Source:HGNC Symbol;Acc:13179]
23583	ENSG00000123415	SMUG1	12	54558529	54582778	-1	protein_coding	single-strand-selective monofunctional uracil-DNA glycosylase 1 [Source:HGNC Symbol;Acc:17148]
10376	ENSG00000123416	TUBA1B	12	49521565	49525180	-1	protein_coding	tubulin, alpha 1b [Source:HGNC Symbol;Acc:18809]
25895	ENSG00000123427	METTL21B	12	58165275	58176324	1	protein_coding	methyltransferase like 21B [Source:HGNC Symbol;Acc:24936]
55709	ENSG00000123444	KBTBD4	11	47593749	47600567	-1	protein_coding	kelch repeat and BTB (POZ) domain containing 4 [Source:HGNC Symbol;Acc:23761]
1757	ENSG00000123453	SARDH	9	136528682	136605077	-1	protein_coding	sarcosine dehydrogenase [Source:HGNC Symbol;Acc:10536]
1621	ENSG00000123454	DBH	9	136501482	136524466	1	protein_coding	dopamine beta-hydroxylase (dopamine beta-monooxygenase) [Source:HGNC Symbol;Acc:2689]
64756	ENSG00000123472	ATPAF1	1	47098409	47139539	-1	protein_coding	ATP synthase mitochondrial F1 complex assembly factor 1 [Source:HGNC Symbol;Acc:18803]
6491	ENSG00000123473	STIL	1	47715811	47779819	-1	protein_coding	SCL/TAL1 interrupting locus [Source:HGNC Symbol;Acc:10879]
55355	ENSG00000123485	HJURP	2	234742062	234763212	-1	protein_coding	Holliday junction recognition protein [Source:HGNC Symbol;Acc:25444]
3598	ENSG00000123496	IL13RA2	X	114238538	114254540	-1	protein_coding	interleukin 13 receptor, alpha 2 [Source:HGNC Symbol;Acc:5975]
1300	ENSG00000123500	COL10A1	6	116440086	116479910	-1	protein_coding	collagen, type X, alpha 1 [Source:HGNC Symbol;Acc:2185]
262	ENSG00000123505	AMD1	6	111195973	111216916	1	protein_coding	adenosylmethionine decarboxylase 1 [Source:HGNC Symbol;Acc:457]
29078	ENSG00000123545	NDUFAF4	6	97337189	97345757	-1	protein_coding	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4 [Source:HGNC Symbol;Acc:21034]
85015	ENSG00000123552	USP45	6	99880190	99969604	-1	protein_coding	ubiquitin specific peptidase 45 [Source:HGNC Symbol;Acc:20080]
5354	ENSG00000123560	PLP1	X	103028647	103047548	1	protein_coding	proteolipid protein 1 [Source:HGNC Symbol;Acc:9086]
6906	ENSG00000123561	SERPINA7	X	105277197	105282729	-1	protein_coding	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7 [Source:HGNC Symbol;Acc:11583]
9643	ENSG00000123562	MORF4L2	X	102930424	102943086	-1	protein_coding	mortality factor 4 like 2 [Source:HGNC Symbol;Acc:16849]
158983	ENSG00000123569	H2BFWT	X	103265719	103268259	-1	protein_coding	H2B histone family, member W, testis-specific [Source:HGNC Symbol;Acc:27252]
51209	ENSG00000123570	RAB9B	X	103077252	103087158	-1	protein_coding	RAB9B, member RAS oncogene family [Source:HGNC Symbol;Acc:14090]
203447	ENSG00000123572	NRK	X	105066536	105202602	1	protein_coding	Nik related kinase [Source:HGNC Symbol;Acc:25391]
139231	ENSG00000123575	FAM199X	X	103411301	103440583	1	protein_coding	family with sequence similarity 199, X-linked [Source:HGNC Symbol;Acc:25195]
80712	ENSG00000123576	ESX1	X	103494719	103499614	-1	protein_coding	ESX homeobox 1 [Source:HGNC Symbol;Acc:14865]
728269	ENSG00000123584	MAGEA9B	X	148663309	148669116	-1	protein_coding	melanoma antigen family A, 9B [Source:HGNC Symbol;Acc:31909]
4108	ENSG00000123584	MAGEA9B	X	148663309	148669116	-1	protein_coding	melanoma antigen family A, 9B [Source:HGNC Symbol;Acc:31909]
92552	ENSG00000123594	ATXN3L	X	13336770	13338518	-1	protein_coding	ataxin 3-like [Source:HGNC Symbol;Acc:24173]
9367	ENSG00000123595	RAB9A	X	13707244	13728625	1	protein_coding	RAB9A, member RAS oncogene family [Source:HGNC Symbol;Acc:9792]
79828	ENSG00000123600	METTL8	2	172173919	172291312	-1	protein_coding	methyltransferase like 8 [Source:HGNC Symbol;Acc:25856]
79809	ENSG00000123607	TTC21B	2	166713985	166810353	-1	protein_coding	tetratricopeptide repeat domain 21B [Source:HGNC Symbol;Acc:25660]
9111	ENSG00000123609	NMI	2	152126979	152146571	-1	protein_coding	N-myc (and STAT) interactor [Source:HGNC Symbol;Acc:7854]
7130	ENSG00000123610	TNFAIP6	2	152214106	152236560	1	protein_coding	tumor necrosis factor, alpha-induced protein 6 [Source:HGNC Symbol;Acc:11898]
130399	ENSG00000123612	ACVR1C	2	158383279	158485517	-1	protein_coding	activin A receptor, type IC [Source:HGNC Symbol;Acc:18123]
29994	ENSG00000123636	BAZ2B	2	160175490	160473203	-1	protein_coding	bromodomain adjacent to zinc finger domain, 2B [Source:HGNC Symbol;Acc:963]
206358	ENSG00000123643	SLC36A1	5	150816607	150871942	1	protein_coding	solute carrier family 36 (proton/amino acid symporter), member 1 [Source:HGNC Symbol;Acc:18761]
9926	ENSG00000123684	LPGAT1	1	211916799	212004114	-1	protein_coding	lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:28985]
55509	ENSG00000123685	BATF3	1	212859760	212873327	-1	protein_coding	basic leucine zipper transcription factor, ATF-like 3 [Source:HGNC Symbol;Acc:28915]
50486	ENSG00000123689	G0S2	1	209848765	209849733	1	protein_coding	G0/G1switch 2 [Source:HGNC Symbol;Acc:30229]
3759	ENSG00000123700	KCNJ2	17	68164814	68176189	1	protein_coding	potassium inwardly-rectifying channel, subfamily J, member 2 [Source:HGNC Symbol;Acc:6263]
57826	ENSG00000123728	RAP2C	X	131337053	131353471	-1	protein_coding	RAP2C, member of RAS oncogene family [Source:HGNC Symbol;Acc:21165]
5393	ENSG00000123737	EXOSC9	4	122722472	122738176	1	protein_coding	exosome component 9 [Source:HGNC Symbol;Acc:9137]
81579	ENSG00000123739	PLA2G12A	4	110631145	110651233	-1	protein_coding	phospholipase A2, group XIIA [Source:HGNC Symbol;Acc:18554]
80776	ENSG00000123810	B9D2	19	41860326	41870078	-1	protein_coding	B9 protein domain 2 [Source:HGNC Symbol;Acc:28636]
79934	ENSG00000123815	ADCK4	19	41197434	41224112	-1	protein_coding	aarF domain containing kinase 4 [Source:HGNC Symbol;Acc:19041]
5208	ENSG00000123836	PFKFB2	1	207222801	207254369	1	protein_coding	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:8873]
722	ENSG00000123838	C4BPA	1	207277607	207318317	1	protein_coding	complement component 4 binding protein, alpha [Source:HGNC Symbol;Acc:1325]
725	ENSG00000123843	C4BPB	1	207262187	207273338	1	protein_coding	complement component 4 binding protein, beta [Source:HGNC Symbol;Acc:1328]
23682	ENSG00000123892	RAB38	11	87846410	87908635	-1	protein_coding	RAB38, member RAS oncogene family [Source:HGNC Symbol;Acc:9776]
10888	ENSG00000123901	GPR83	11	94110477	94134585	-1	protein_coding	G protein-coupled receptor 83 [Source:HGNC Symbol;Acc:4523]
27161	ENSG00000123908	AGO2	8	141541264	141645718	-1	protein_coding	argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:3263]
100616358	ENSG00000123933	MXD4	4	2249159	2264021	-1	protein_coding	MAX dimerization protein 4 [Source:HGNC Symbol;Acc:13906]
10608	ENSG00000123933	MXD4	4	2249159	2264021	-1	protein_coding	MAX dimerization protein 4 [Source:HGNC Symbol;Acc:13906]
5383	ENSG00000123965	PMS2P5	7	74306894	74366314	1	pseudogene	postmeiotic segregation increased 2 pseudogene 5 [Source:HGNC Symbol;Acc:9130]
1164	ENSG00000123975	CKS2	9	91926113	91931618	1	protein_coding	CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:2000]
164781	ENSG00000123977	DAW1	2	228735770	228789060	1	protein_coding	dynein assembly factor with WDR repeat domains 1 [Source:HGNC Symbol;Acc:26383]
2181	ENSG00000123983	ACSL3	2	223725652	223809357	1	protein_coding	acyl-CoA synthetase long-chain family member 3 [Source:HGNC Symbol;Acc:3570]
79586	ENSG00000123989	CHPF	2	220403669	220408509	-1	protein_coding	chondroitin polymerizing factor [Source:HGNC Symbol;Acc:24291]
23549	ENSG00000123992	DNPEP	2	220238268	220264744	-1	protein_coding	aspartyl aminopeptidase [Source:HGNC Symbol;Acc:2981]
3623	ENSG00000123999	INHA	2	220433884	220440435	1	protein_coding	inhibin, alpha [Source:HGNC Symbol;Acc:6065]
116255	ENSG00000124003	MOGAT1	2	223536505	223574649	1	protein_coding	monoacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:18210]
23363	ENSG00000124006	OBSL1	2	220415451	220436581	-1	protein_coding	obscurin-like 1 [Source:HGNC Symbol;Acc:29092]
79843	ENSG00000124019	FAM124B	2	225243415	225266802	-1	protein_coding	family with sequence similarity 124B [Source:HGNC Symbol;Acc:26224]
6560	ENSG00000124067	SLC12A4	16	67977377	68003504	-1	protein_coding	solute carrier family 12 (potassium/chloride transporter), member 4 [Source:HGNC Symbol;Acc:10913]
84080	ENSG00000124074	ENKD1	16	67696848	67701168	-1	protein_coding	enkurin domain containing 1 [Source:HGNC Symbol;Acc:25246]
4159	ENSG00000124089	MC3R	20	54823788	54824871	1	protein_coding	melanocortin 3 receptor [Source:HGNC Symbol;Acc:6931]
140687	ENSG00000124091	GCNT7	20	55066548	55100981	-1	protein_coding	glucosaminyl (N-acetyl) transferase family member 7 [Source:HGNC Symbol;Acc:16099]
140690	ENSG00000124092	CTCFL	20	56071035	56100708	-1	protein_coding	CCCTC-binding factor (zinc finger protein)-like [Source:HGNC Symbol;Acc:16234]
116151	ENSG00000124098	FAM210B	20	54933971	54943719	1	protein_coding	family with sequence similarity 210, member B [Source:HGNC Symbol;Acc:16102]
5266	ENSG00000124102	PI3	20	43803517	43805185	1	protein_coding	peptidase inhibitor 3, skin-derived [Source:HGNC Symbol;Acc:8947]
388799	ENSG00000124103	FAM209A	20	55092243	55101198	1	protein_coding	family with sequence similarity 209, member A [Source:HGNC Symbol;Acc:16100]
200232	ENSG00000124103	FAM209A	20	55092243	55101198	1	protein_coding	family with sequence similarity 209, member A [Source:HGNC Symbol;Acc:16100]
90203	ENSG00000124104	SNX21	20	44462449	44471914	1	protein_coding	sorting nexin family member 21 [Source:HGNC Symbol;Acc:16154]
6590	ENSG00000124107	SLPI	20	43880880	43883205	-1	protein_coding	secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:11092]
140686	ENSG00000124116	WFDC3	20	44376583	44420571	-1	protein_coding	WAP four-disulfide core domain 3 [Source:HGNC Symbol;Acc:15957]
79183	ENSG00000124120	TTPAL	20	43104526	43123244	1	protein_coding	tocopherol (alpha) transfer protein-like [Source:HGNC Symbol;Acc:16114]
57580	ENSG00000124126	PREX1	20	47240790	47444420	-1	protein_coding	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:32594]
3787	ENSG00000124134	KCNS1	20	43720951	43729753	-1	protein_coding	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1 [Source:HGNC Symbol;Acc:6300]
57468	ENSG00000124140	SLC12A5	20	44650356	44688784	1	protein_coding	solute carrier family 12 (potassium/chloride transporter), member 5 [Source:HGNC Symbol;Acc:13818]
343578	ENSG00000124143	ARHGAP40	20	37230577	37279678	1	protein_coding	Rho GTPase activating protein 40 [Source:HGNC Symbol;Acc:16226]
6385	ENSG00000124145	SDC4	20	43953928	43977064	-1	protein_coding	syndecan 4 [Source:HGNC Symbol;Acc:10661]
8202	ENSG00000124151	NCOA3	20	46130601	46285621	1	protein_coding	nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:7670]
51604	ENSG00000124155	PIGT	20	44044717	44054884	1	protein_coding	phosphatidylinositol glycan anchor biosynthesis, class T [Source:HGNC Symbol;Acc:14938]
6407	ENSG00000124157	SEMG2	20	43849941	43853099	1	protein_coding	semenogelin II [Source:HGNC Symbol;Acc:10743]
8785	ENSG00000124159	MATN4	20	43922085	43937169	-1	protein_coding	matrilin 4 [Source:HGNC Symbol;Acc:6910]
57727	ENSG00000124160	NCOA5	20	44689624	44718591	-1	protein_coding	nuclear receptor coactivator 5 [Source:HGNC Symbol;Acc:15909]
9217	ENSG00000124164	VAPB	20	56964178	57026157	1	protein_coding	VAMP (vesicle-associated membrane protein)-associated protein B and C [Source:HGNC Symbol;Acc:12649]
84612	ENSG00000124171	PARD6B	20	49348081	49373332	1	protein_coding	par-6 family cell polarity regulator beta [Source:HGNC Symbol;Acc:16245]
514	ENSG00000124172	ATP5E	20	57600522	57607437	-1	protein_coding	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit [Source:HGNC Symbol;Acc:838]
84181	ENSG00000124177	CHD6	20	40030741	40247133	-1	protein_coding	chromodomain helicase DNA binding protein 6 [Source:HGNC Symbol;Acc:19057]
5335	ENSG00000124181	PLCG1	20	39765600	39811629	1	protein_coding	phospholipase C, gamma 1 [Source:HGNC Symbol;Acc:9065]
84969	ENSG00000124191	TOX2	20	42543504	42698256	1	protein_coding	TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:16095]
6431	ENSG00000124193	SRSF6	20	42086568	42092245	1	protein_coding	serine/arginine-rich splicing factor 6 [Source:HGNC Symbol;Acc:10788]
78997	ENSG00000124194	GDAP1L1	20	42875887	42909013	1	protein_coding	ganglioside induced differentiation associated protein 1-like 1 [Source:HGNC Symbol;Acc:4213]
149699	ENSG00000124196	GTSF1L	20	42354804	42355638	-1	protein_coding	gametocyte specific factor 1-like [Source:HGNC Symbol;Acc:16198]
10564	ENSG00000124198	ARFGEF2	20	47538427	47653230	1	protein_coding	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited) [Source:HGNC Symbol;Acc:15853]
57169	ENSG00000124201	ZNFX1	20	47854483	47894963	-1	protein_coding	zinc finger, NFX1-type containing 1 [Source:HGNC Symbol;Acc:29271]
128611	ENSG00000124203	ZNF831	20	57766075	57834168	1	protein_coding	zinc finger protein 831 [Source:HGNC Symbol;Acc:16167]
1908	ENSG00000124205	EDN3	20	57875482	57901047	1	protein_coding	endothelin 3 [Source:HGNC Symbol;Acc:3178]
1434	ENSG00000124207	CSE1L	20	47662849	47713489	1	protein_coding	CSE1 chromosome segregation 1-like (yeast) [Source:HGNC Symbol;Acc:2431]
387522	ENSG00000124208	TMEM189-UBE2V1	20	48697661	48770174	-1	protein_coding	TMEM189-UBE2V1 readthrough [Source:HGNC Symbol;Acc:33521]
7335	ENSG00000124208	TMEM189-UBE2V1	20	48697661	48770174	-1	protein_coding	TMEM189-UBE2V1 readthrough [Source:HGNC Symbol;Acc:33521]
57403	ENSG00000124209	RAB22A	20	56884752	56942563	1	protein_coding	RAB22A, member RAS oncogene family [Source:HGNC Symbol;Acc:9764]
5740	ENSG00000124212	PTGIS	20	48120411	48184683	-1	protein_coding	prostaglandin I2 (prostacyclin) synthase [Source:HGNC Symbol;Acc:9603]
6780	ENSG00000124214	STAU1	20	47729878	47804904	-1	protein_coding	staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:11370]
60437	ENSG00000124215	CDH26	20	58533471	58609066	1	protein_coding	cadherin 26 [Source:HGNC Symbol;Acc:15902]
6615	ENSG00000124216	SNAI1	20	48599536	48605423	1	protein_coding	snail family zinc finger 1 [Source:HGNC Symbol;Acc:11128]
27304	ENSG00000124217	MOCS3	20	49575363	49577820	1	protein_coding	molybdenum cofactor synthesis 3 [Source:HGNC Symbol;Acc:15765]
8675	ENSG00000124222	STX16	20	57226328	57254582	1	protein_coding	syntaxin 16 [Source:HGNC Symbol;Acc:11431]
56937	ENSG00000124225	PMEPA1	20	56223448	56286592	-1	protein_coding	prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:14107]
55905	ENSG00000124226	RNF114	20	48552948	48570429	1	protein_coding	ring finger protein 114 [Source:HGNC Symbol;Acc:13094]
140731	ENSG00000124227	ANKRD60	20	56793551	56803709	-1	protein_coding	ankyrin repeat domain 60 [Source:HGNC Symbol;Acc:16217]
